Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Hour,Day_of_Week,Month,Amount_Ratio,Speed_Amount_Ratio,Speed_X_Amount
Car,FTG-121-BVC-986,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",61,Not Fraud,20,6,1,1.0,0.5083333333333333,7320
Motorcycle,FTG-000-QAZ-210,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",85,Not Fraud,11,4,1,inf,inf,0
Truck,FTG-123-NMK-331,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",49,Not Fraud,3,5,2,1.0,0.14,17150
Van,FTG-124-CDE-798,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",74,Not Fraud,18,3,2,1.0,0.5285714285714286,10360
Sedan,FTG-125-VBN-755,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",69,Not Fraud,10,5,3,1.0,0.43125,11040
SUV,FTG-126-PLM-442,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",92,Not Fraud,1,6,3,1.0,0.5111111111111111,16560
Bus ,FTG-127-HGT-009,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",57,Not Fraud,16,4,4,1.0,0.16285714285714287,19950
Car,FTG-128-WSX-856,A-101,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",83,Fraud,8,5,4,1.2,0.6916666666666667,9960
Motorcycle,FTG-000-QAZ-210,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",68,Not Fraud,23,3,5,inf,inf,0
Truck,FTG-130-LPO-010,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,Not Fraud,15,5,6,1.0,0.2742857142857143,33600
Van,FTG-131-ZAS-887,B-102,Express,Medium,140,120,"13.059816123454882, 77.77068662374292",46,Fraud,6,3,6,1.1666666666666667,0.32857142857142857,6440
Sedan,FTG-132-IXC-454,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",81,Not Fraud,21,4,7,1.0,0.50625,12960
SUV,FTG-133-JOP-331,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",60,Not Fraud,13,2,7,1.0,0.3333333333333333,10800
Bus ,FTG-134-RRV-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",88,Not Fraud,4,3,8,1.0,0.25142857142857145,30800
Car,FTG-125-EDC-765,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",53,Not Fraud,20,1,8,1.0,0.44166666666666665,6360
Motorcycle,FTG-000-QAZ-210,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",77,Not Fraud,11,3,9,inf,inf,0
Truck,FTG-137-NRI-109,C-103,Express,Large,350,160,"13.059816123454882, 77.77068662374292",64,Fraud,3,1,10,2.1875,0.18285714285714286,22400
Van,FTG-128-LKJ-876,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",91,Not Fraud,18,2,10,1.0,0.65,12740
Sedan,FTG-129-UTY-543,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",50,Not Fraud,9,0,11,1.0,0.3125,8000
SUV,FTG-141-POU-210,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",75,Not Fraud,1,1,11,1.0,0.4166666666666667,13500
Bus ,FTG-121-ZXC-987,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",59,Not Fraud,16,6,12,1.0,0.16857142857142857,20650
Car,FTG-122-VBN-654,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",84,Not Fraud,8,0,12,1.0,0.7,10080
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",66,Not Fraud,23,0,1,inf,inf,0
Truck,FTG-124-MKH-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",93,Not Fraud,15,4,1,1.0,0.26571428571428574,32550
Van,FTG-125-DCF-765,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",45,Not Fraud,6,5,2,1.0,0.32142857142857145,6300
Sedan,FTG-126-POI-432,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",80,Not Fraud,21,3,2,1.0,0.5,12800
SUV,FTG-127-XCV-109,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",62,Fraud,13,5,3,2.0,0.34444444444444444,11160
Bus ,FTG-128-JKL-876,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",86,Not Fraud,4,6,3,1.0,0.24571428571428572,30100
Car,FTG-229-RFD-543,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",51,Not Fraud,20,4,4,1.0,0.425,6120
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",73,Not Fraud,11,6,4,inf,inf,0
Truck,FTG-121-YUI-987,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",56,Not Fraud,2,4,5,1.0,0.16,19600
Van,FTG-122-BVC-654,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",82,Not Fraud,18,5,6,1.0,0.5857142857142857,11480
Sedan,FTG-123-NBH-321,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",70,Not Fraud,9,3,6,1.0,0.4375,11200
SUV,FTG-144-KJH-098,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",97,Not Fraud,1,4,7,1.0,0.5388888888888889,17460
Bus ,FTG-145-EDC-745,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",47,Not Fraud,16,2,7,1.0,0.13428571428571429,16450
Car,FTG-156-LMK-422,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",84,Fraud,8,4,8,inf,0.7,10080
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",65,Not Fraud,23,2,8,inf,inf,0
Truck,FTG-158-VFR-866,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,Not Fraud,14,4,9,1.0,0.26285714285714284,32200
Van,FTG-159-WSX-443,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",53,Not Fraud,6,2,10,1.0,0.37857142857142856,7420
Sedan,FTG-160-QAZ-211,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",79,Not Fraud,21,3,10,1.0,0.49375,12640
SUV,FTG-161-POU-997,B-102,Express,Large,180,120,"13.059816123454882, 77.77068662374292",61,Fraud,13,1,11,1.5,0.3388888888888889,10980
Bus ,FTG-162-NJH-554,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",89,Not Fraud,4,2,11,1.0,0.2542857142857143,31150
Car,FTG-133-ZXC-321,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",44,Not Fraud,19,0,12,1.0,0.36666666666666664,5280
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",78,Not Fraud,11,2,12,inf,inf,0
Truck,FTG-135-LKJ-765,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",67,Not Fraud,2,3,1,1.0,0.19142857142857142,23450
Van,FTG-136-HGT-432,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",95,Fraud,18,6,1,1.1666666666666667,0.6785714285714286,13300
Sedan,FTG-166-MKF-109,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",55,Not Fraud,9,3,2,1.0,0.34375,8800
SUV,FTG-168-DRV-876,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",80,Not Fraud,1,4,2,1.0,0.4444444444444444,14400
Bus ,FTG-169-NIH-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",62,Not Fraud,16,2,3,1.0,0.17714285714285713,21700
Car,FTG-140-POI-210,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",87,Not Fraud,7,3,3,1.0,0.725,10440
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",47,Not Fraud,23,1,4,inf,inf,0
Truck,FTG-142-QAZ-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",73,Not Fraud,14,3,5,1.0,0.20857142857142857,25550
Van,FTG-143-KJH-321,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",68,Not Fraud,6,1,5,1.0,0.4857142857142857,9520
Sedan,FTG-144-VFR-098,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",91,Not Fraud,21,2,6,1.0,0.56875,14560
SUV,FTG-145-YUI-765,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",52,Fraud,13,0,6,2.0,0.28888888888888886,9360
Bus ,FTG-146-CDE-432,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",82,Not Fraud,4,1,7,1.0,0.2342857142857143,28700
Car,FTG-147-LMK-109,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",56,Not Fraud,19,6,7,1.0,0.4666666666666667,6720
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",84,Not Fraud,11,1,8,inf,inf,0
Truck,FTG-139-RFD-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",69,Not Fraud,2,6,9,1.0,0.19714285714285715,24150
Van,FTG-140-TGB-210,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",94,Not Fraud,18,0,9,1.0,0.6714285714285714,13160
Sedan,FTG-141-BVC-987,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",49,Not Fraud,9,5,10,1.0,0.30625,7840
SUV,FTG-142-XCV-654,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,Not Fraud,0,6,10,1.0,0.4222222222222222,13680
Bus ,FTG-143-LKJ-321,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,Not Fraud,16,4,11,1.0,0.18,22050
Car,FTG-144-POU-098,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",88,Not Fraud,7,5,11,1.0,0.7333333333333333,10560
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",74,Not Fraud,23,3,12,inf,inf,0
Truck,FTG-136-PLM-432,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,Not Fraud,14,5,12,1.0,0.2742857142857143,33600
Van,FTG-137-HGT-109,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",61,Not Fraud,6,5,1,1.0,0.4357142857142857,8540
Sedan,FTG-138-WSX-876,A-101,Regular,Medium,160,140,"13.059816123454882, 77.77068662374292",85,Fraud,21,1,1,1.1428571428571428,0.53125,13600
SUV,FTG-139-QAZ-543,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",52,Not Fraud,12,6,2,1.0,0.28888888888888886,9360
Bus ,FTG-130-RFD-210,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,Not Fraud,4,0,2,1.0,0.2257142857142857,27650
Car,FTG-161-YUI-987,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",66,Not Fraud,19,4,3,1.0,0.55,7920
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",90,Not Fraud,11,6,4,inf,inf,0
Truck,FTG-183-NBH-321,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",48,Not Fraud,2,4,4,1.0,0.13714285714285715,16800
Van,FTG-184-KJH-098,B-102,Regular,Medium,140,60,"13.059816123454882, 77.77068662374292",77,Fraud,17,5,5,2.3333333333333335,0.55,10780
Sedan,FTG-185-EDC-765,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",60,Not Fraud,9,4,5,1.0,0.375,9600
SUV,FTG-186-LMK-432,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",83,Not Fraud,0,5,6,1.0,0.46111111111111114,14940
Bus ,FTG-187-PLN-109,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",71,Not Fraud,16,3,6,1.0,0.20285714285714285,24850
Car,FTG-188-VFR-876,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",97,Not Fraud,7,4,7,1.0,0.8083333333333333,11640
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",46,Not Fraud,23,2,8,inf,inf,0
Truck,FTG-200-QWZ-210,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",81,Not Fraud,14,4,8,1.0,0.23142857142857143,28350
Van,FTG-201-XIZ-987,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",64,Not Fraud,18,3,6,1.0,0.45714285714285713,8960
Sedan,FTG-212-ABC-654,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",93,Not Fraud,9,0,7,1.0,0.58125,14880
SUV,FTG-203-PIR-321,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",57,Not Fraud,1,1,7,1.0,0.31666666666666665,10260
Bus ,FTG-204-DIF-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",86,Not Fraud,16,6,8,1.0,0.24571428571428572,30100
Car,FTG-205-LMN-755,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",55,Not Fraud,7,0,8,1.0,0.4583333333333333,6600
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",82,Not Fraud,23,5,9,inf,inf,0
Truck,FTG-217-JKL-109,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,Not Fraud,14,6,10,1.0,0.18,22050
Van,FTG-211-UVW-876,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",90,Fraud,6,4,10,1.1666666666666667,0.6428571428571429,12600
Sedan,FTG-109-RST-533,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",48,Not Fraud,21,5,11,1.0,0.3,7680
SUV,FTG-210-MNO-110,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,Not Fraud,12,3,11,1.0,0.4222222222222222,13680
Bus ,FTG-211-QWE-887,C-103,Express,Large,350,120,"13.059816123454882, 77.77068662374292",58,Fraud,4,4,12,2.9166666666666665,0.1657142857142857,20300
Car,FTG-212-ZXC-554,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",87,Not Fraud,19,2,12,1.0,0.725,10440
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",67,Not Fraud,11,3,1,inf,inf,0
Truck,FTG-214-KJH-898,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",94,Not Fraud,2,6,1,1.0,0.26857142857142857,32900
Van,FTG-215-DCV-755,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",71,Not Fraud,18,3,2,1.0,0.5071428571428571,9940
Sedan,FTG-216-NBH-442,A-101,Regular,Medium,160,60,"13.059816123454882, 77.77068662374292",89,Fraud,9,4,2,2.6666666666666665,0.55625,14240
SUV,FTG-237-LKI-109,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",52,Not Fraud,0,2,3,1.0,0.28888888888888886,9360
Bus ,FTG-238-UYT-876,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",79,Not Fraud,16,3,3,1.0,0.2257142857142857,27650
Car,FTG-229-FRD-543,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",66,Not Fraud,7,4,4,1.0,0.55,7920
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",95,Not Fraud,23,2,5,inf,inf,0
Truck,FTG-211-BVC-987,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",44,Not Fraud,14,4,5,1.0,0.12571428571428572,15400
Van,FTG-212-XSW-654,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",78,Not Fraud,5,2,6,1.0,0.5571428571428572,10920
Sedan,FTG-213-NMK-321,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",61,Not Fraud,21,3,6,1.0,0.38125,9760
SUV,FTG-414-CDE-098,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",85,Not Fraud,12,1,7,1.0,0.4722222222222222,15300
Bus ,FTG-215-VBN-765,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",49,Not Fraud,4,2,7,1.0,0.14,17150
Car,FTG-216-PLM-432,A-101,Regular,Small,120,90,"13.059816123454882, 77.77068662374292",74,Fraud,19,0,8,1.3333333333333333,0.6166666666666667,8880
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",69,Not Fraud,11,1,8,inf,inf,0
Truck,FTG-218-WSX-876,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,Not Fraud,2,6,9,1.0,0.26285714285714284,32200
Van,FTG-119-QAZ-543,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",57,Not Fraud,17,0,10,1.0,0.40714285714285714,7980
Sedan,FTG-210-LPO-210,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",83,Not Fraud,9,5,10,1.0,0.51875,13280
SUV,FTG-211-ZAS-987,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",68,Not Fraud,0,6,11,1.0,0.37777777777777777,12240
Bus ,FTG-922-IXC-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",96,Not Fraud,16,4,11,1.0,0.2742857142857143,33600
Car,FTG-233-JPP-321,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",46,Not Fraud,7,5,12,1.0,0.38333333333333336,5520
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",81,Not Fraud,22,3,12,inf,inf,0
Truck,FTG-215-EDC-765,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",60,Not Fraud,14,4,1,1.0,0.17142857142857143,21000
Van,FTG-216-OKM-432,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",88,Not Fraud,5,0,1,1.0,0.6285714285714286,12320
Sedan,FTG-217-NJI-109,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",53,Not Fraud,21,4,2,1.0,0.33125,8480
SUV,FTG-218-LKJ-876,B-102,Regular,Large,180,120,"13.059816123454882, 77.77068662374292",77,Fraud,12,6,2,1.5,0.42777777777777776,13860
Bus ,FTG-319-UTY-543,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",64,Not Fraud,4,5,3,1.0,0.18285714285714286,22400
Car,FTG-220-POU-210,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",91,Fraud,19,6,4,inf,0.7583333333333333,10920
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",50,Not Fraud,10,4,4,inf,inf,0
Truck,FTG-212-VBN-654,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",75,Not Fraud,2,5,5,1.0,0.21428571428571427,26250
Van,FTG-223-QWE-321,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",59,Not Fraud,17,3,5,1.0,0.42142857142857143,8260
Sedan,FTG-224-MKH-098,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",84,Not Fraud,9,4,6,1.0,0.525,13440
SUV,FTG-225-DCF-765,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",66,Not Fraud,0,2,6,1.0,0.36666666666666664,11880
Bus ,FTG-246-POI-412,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",93,Not Fraud,15,3,7,1.0,0.26571428571428574,32550
Car,FTG-247-XCV-119,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",45,Not Fraud,7,0,7,1.0,0.375,5400
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",80,Not Fraud,22,1,8,inf,inf,0
Truck,FTG-249-RFD-143,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",62,Not Fraud,14,6,9,1.0,0.17714285714285713,21700
Van,FTG-250-HGT-110,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",86,Not Fraud,5,0,9,1.0,0.6142857142857143,12040
Sedan,FTG-251-YUI-187,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",51,Not Fraud,21,5,10,1.0,0.31875,8160
SUV,FTG-252-BVC-154,B-102,Regular,Large,180,90,"13.059816123454882, 77.77068662374292",73,Fraud,12,6,10,2.0,0.40555555555555556,13140
Bus ,FTG-253-NBH-121,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",56,Not Fraud,3,4,11,1.0,0.16,19600
Car,FTG-254-KJH-198,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",82,Not Fraud,19,5,11,1.0,0.6833333333333333,9840
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",70,Not Fraud,10,4,12,inf,inf,0
Truck,FTG-256-LMK-132,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",97,Not Fraud,2,5,12,1.0,0.27714285714285714,33950
Van,FTG-257-PLN-119,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",47,Not Fraud,17,5,1,1.0,0.3357142857142857,6580
Sedan,FTG-258-VFR-176,A-101,Regular,Medium,160,120,"13.059816123454882, 77.77068662374292",84,Fraud,8,1,1,1.3333333333333333,0.525,13440
SUV,FTG-259-WSX-143,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",65,Not Fraud,0,5,2,1.0,0.3611111111111111,11700
Bus ,FTG-260-QAZ-110,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,Not Fraud,15,2,3,1.0,0.26285714285714284,32200
Car,FTG-261-POU-917,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",53,Not Fraud,7,0,3,1.0,0.44166666666666665,6360
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",79,Not Fraud,22,2,4,inf,inf,0
Truck,FTG-263-ZXC-311,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",61,Not Fraud,14,1,4,1.0,0.1742857142857143,21350
Van,FTG-264-OKM-198,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",89,Fraud,5,2,5,1.1666666666666667,0.6357142857142857,12460
Sedan,FTG-265-LKJ-765,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",44,Not Fraud,20,0,5,1.0,0.275,7040
SUV,FTG-266-HUT-432,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",78,Not Fraud,12,1,6,1.0,0.43333333333333335,14040
Bus ,FTG-267-MUF-109,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",67,Not Fraud,3,6,7,1.0,0.19142857142857142,23450
Car,FTG-268-DQV-876,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",95,Not Fraud,19,0,7,1.0,0.7916666666666666,11400
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",55,Not Fraud,10,5,8,inf,inf,0
Truck,FTG-053-PQR-789,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",80,Not Fraud,1,6,8,1.0,0.22857142857142856,28000
Van,FTG-011-MNO-098,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",62,Not Fraud,17,4,9,1.0,0.44285714285714284,8680
Sedan,FTG-077-LKI-987,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",87,Not Fraud,8,5,9,1.0,0.54375,13920
SUV,FTG-124-CDE-876,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",47,Not Fraud,0,3,10,1.0,0.2611111111111111,8460
Bus ,FTG-131-ZAS-765,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",73,Not Fraud,15,4,10,1.0,0.20857142857142857,25550
Car,FTG-138-LKJ-654,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",68,Not Fraud,7,2,11,1.0,0.5666666666666667,8160
Motorcycle,FTG-000-QAZ-210,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",91,Not Fraud,22,3,11,inf,inf,0
Truck,FTG-042-BVC-432,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,Not Fraud,13,1,12,1.0,0.14857142857142858,18200
Van,FTG-049-WSX-321,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",82,Not Fraud,5,1,1,1.0,0.5857142857142857,11480
Sedan,FTG-056-HGT-210,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",56,Not Fraud,20,4,1,1.0,0.35,8960
SUV,FTG-063-KJH-109,B-102,Regular,Large,180,140,"13.059816123454882, 77.77068662374292",84,Fraud,12,2,2,1.2857142857142858,0.4666666666666667,15120
